NAME,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO03081,6086.2,10.23,2.03,27.1,L,6086.2,1,11.55,5.58
ECO03082,5816.9,10.95,1.75,51.7,L,5816.9,1,12.28,0.66
ECO03083,6273.8,10.83,1.24,51.3,L,6296.1,1,12.63,0.62
ECO03084,7169.0,10.77,2.15,33.8,E,7169.0,1,12.04,2.58
ECO03085,6119.3,9.59,0.94,35.9,L,6119.3,1,11.31,0.72
ECO03086,3049.7,9.31,1.32,64.9,L,3049.7,1,11.15,1.37
ECO03087,5448.1,10.47,2.32,23.9,E,5448.1,1,11.56,0.73
ECO03088,3866.3,9.87,2.12,26.9,E,3938.4,0,11.56,0.47
ECO03089,4010.4,9.95,1.99,28.1,E,3938.4,1,11.56,0.46
ECO03090,4291.5,9.33,1.1,25.9,L,4291.5,1,11.02,0.19
ECO03091,6991.3,10.27,1.88,27.7,L,6991.3,1,11.69,0.16
ECO03092,3091.0,9.19,1.76,28.4,L,3091.0,1,11.01,1.59
ECO03093,6395.6,10.59,1.59,42.9,L,6365.6,1,12.34,1.29
ECO03094,6640.2,10.51,2.17,43.3,E,6658.5,1,11.83,0.74
ECO03095,3568.7,9.91,0.9,40.2,L,3568.7,1,11.55,1.45
ECO03096,6279.3,10.11,1.14,19.8,L,6279.3,1,11.53,1.17
ECO03097,5931.1,9.71,0.86,36.9,L,5931.1,1,11.43,0.26
ECO03098,3657.5,9.37,1.2,30.2,L,3625.4,0,12.22,1.18
ECO03099,3374.8,9.31,0.83,42.5,L,3374.8,1,11.19,1.55
ECO03100,6485.7,10.31,1.92,19.4,L,6485.7,1,11.57,3.02
ECO03101,6043.4,9.57,1.0,25.6,L,6043.4,1,11.19,0.62
ECO03102,5005.8,10.11,2.05,27.4,E,5005.8,1,11.44,0.21
ECO03103,5881.3,9.79,1.08,48.1,L,5913.1,1,11.4,1.52
ECO03104,7352.2,10.53,1.64,17.4,L,7352.2,1,11.74,0.57
ECO03105,3716.5,9.37,0.73,44.5,L,3701.6,1,11.38,1.11
ECO03106,6004.8,10.63,1.28,32.7,L,6004.8,1,12.11,1.18
ECO03107,6376.6,9.91,1.11,12.3,L,6362.9,0,12.09,3.06
ECO03108,6046.4,11.05,2.48,41.0,E,6135.0,1,12.53,4.3
ECO03109,6998.8,10.25,2.11,18.1,L,6998.8,1,11.49,1.12
ECO03110,6881.4,10.57,2.29,31.0,L,6805.4,1,12.08,4.74
ECO03111,6759.3,10.83,2.2,69.5,E,6759.3,1,12.1,0.37
ECO03112,6341.8,9.47,0.83,15.7,L,6351.9,1,11.62,2.6
ECO03113,6391.6,10.31,1.74,41.9,L,6391.6,1,11.97,3.26
ECO03114,6349.2,10.51,1.81,35.6,L,6362.9,1,12.09,3.04
ECO03115,5901.0,8.99,0.91,16.0,L,5992.2,0,11.47,1.3
ECO03116,6507.7,9.49,0.71,19.8,L,6403.0,1,11.4,1.96
ECO03117,3356.6,9.31,0.91,15.3,L,3356.6,1,11.09,0.61
ECO03118,6608.4,9.49,0.84,18.4,L,6608.4,1,11.28,0.98
ECO03119,6457.6,10.27,2.24,41.6,E,6537.3,1,11.85,1.03
ECO03120,2914.5,9.05,0.69,52.5,L,2897.8,1,11.22,0.79
ECO03121,3102.2,10.13,2.23,29.3,E,3102.2,1,11.39,0.55
ECO03122,5953.6,10.47,2.44,17.6,E,5953.6,1,11.54,0.54
ECO03123,6990.0,10.61,1.55,32.2,L,6990.0,1,11.87,1.23
ECO03124,5813.9,9.71,1.05,8.7,L,5813.9,1,11.2,0.4
ECO03125,6291.3,10.83,2.38,38.1,E,6291.3,1,11.97,1.21
ECO03126,6083.3,9.69,0.95,13.3,L,5992.2,1,11.47,1.21
ECO03127,6990.3,10.75,2.27,24.7,E,6802.6,1,12.09,5.67
ECO03128,3292.8,9.75,2.07,26.7,E,3292.8,1,11.16,0.37
ECO03129,6595.2,10.15,1.09,23.2,L,6835.2,1,12.32,5.08
ECO03130,6530.2,10.31,2.14,27.9,L,6449.7,1,11.57,0.92
ECO03131,4234.0,9.67,1.04,45.8,L,4235.3,0,11.69,0.61
ECO03132,3631.0,10.17,1.21,30.4,L,3698.8,1,11.86,0.73
ECO03133,5814.7,10.47,2.23,21.6,E,5814.7,1,11.7,1.03
ECO03134,3697.8,10.23,2.16,45.0,L,3698.8,0,11.86,0.73
ECO03135,6357.6,9.35,1.08,26.7,L,6357.6,1,11.18,1.9
ECO03136,6685.5,10.25,1.82,16.8,L,6835.2,0,12.32,4.3
ECO03137,3077.8,9.97,1.8,31.0,L,3077.8,1,11.46,1.31
ECO03138,6543.8,10.37,1.84,23.0,L,6651.3,0,13.73,5.81
ECO03139,6186.1,10.19,1.39,33.0,L,6186.1,1,11.45,0.78
ECO03140,6791.9,10.67,1.25,55.1,L,6652.7,1,12.85,1.65
ECO03141,6269.7,9.99,1.3,19.1,L,6269.7,1,11.43,0.81
ECO03142,6852.6,10.65,1.99,50.2,L,7045.2,1,12.64,1.51
ECO03143,4906.2,9.43,0.83,37.5,L,4906.2,1,11.26,0.46
ECO03144,6606.4,11.29,2.19,105.4,E,6651.3,1,13.73,5.82
ECO03145,5967.3,9.83,0.82,36.1,L,5967.3,1,11.7,0.85
ECO03146,6397.0,11.17,2.32,55.0,L,6468.4,1,12.8,2.71
ECO03147,6461.7,10.81,2.07,28.2,L,6651.3,0,13.73,5.93
ECO03148,3588.8,10.53,2.12,71.2,E,3588.8,1,11.7,1.28
ECO03149,6385.2,9.79,0.81,15.5,L,6385.2,1,11.59,1.58
ECO03150,6809.7,10.69,2.27,48.6,L,6651.3,0,13.73,6.06
ECO03151,7382.7,10.31,0.98,24.0,L,7382.7,1,11.86,0.29
ECO03152,6143.1,10.73,1.3,49.8,L,6651.3,0,13.73,6.06
ECO03153,6136.3,10.05,1.31,27.5,L,6136.3,1,11.69,0.77
ECO03154,3652.1,10.05,1.95,63.1,L,3591.8,1,11.56,0.38
ECO03155,6539.9,10.43,1.97,20.9,L,6468.4,0,12.8,2.54
ECO03156,6405.7,9.77,1.03,30.0,L,6414.5,1,11.37,1.97
ECO03157,5957.2,10.83,2.04,35.3,L,5959.0,1,12.23,0.64
ECO03158,7349.0,10.19,0.89,17.3,L,7349.0,1,11.59,0.42
ECO03159,6396.5,10.49,1.11,29.0,L,6396.5,1,12.01,1.22
ECO03160,6576.7,9.51,1.43,17.2,L,6576.7,1,11.29,0.89
ECO03161,6899.1,10.91,2.32,45.9,E,6899.1,1,12.35,2.86
ECO03162,6675.6,10.13,1.3,18.5,L,6680.6,0,11.73,1.11
ECO03163,6392.2,10.43,1.22,32.4,L,6503.3,1,11.94,1.5
ECO03164,3207.2,9.37,1.23,39.4,L,3207.2,1,11.23,1.97
ECO03165,7201.2,10.43,2.09,18.4,L,7045.2,0,12.64,1.44
ECO03166,3775.4,10.31,2.16,54.0,E,3811.2,1,11.47,0.57
ECO03167,6704.1,10.65,2.11,31.0,L,6651.3,0,13.73,5.43
ECO03168,7292.6,10.13,1.15,33.7,L,7292.6,1,11.46,0.69
ECO03169,5969.6,9.79,1.18,37.5,L,5969.6,1,11.37,1.01
ECO03170,6743.1,10.59,2.23,21.2,E,6743.1,1,11.92,1.08
ECO03171,5938.6,9.59,0.86,24.8,L,5938.6,1,11.35,0.97
ECO03172,5129.5,9.45,1.07,39.1,L,5129.5,1,11.32,0.34
ECO03173,6703.1,10.05,1.14,18.6,L,6703.1,1,11.54,0.3
ECO03174,6900.6,8.81,1.12,13.3,L,6900.6,1,11.02,0.79
ECO03175,6533.8,10.67,2.29,33.3,L,6510.8,1,11.81,1.06
ECO03176,5208.1,10.37,1.45,21.2,E,5208.1,1,11.65,0.33
ECO03177,6847.1,10.55,1.17,34.2,L,6847.1,1,12.13,0.73
ECO03178,6760.2,10.49,1.96,43.5,L,6760.2,1,11.98,1.96
ECO03179,6705.5,10.19,1.81,38.1,L,6705.5,1,11.61,1.03
ECO03180,3246.1,8.87,1.17,37.4,L,3176.8,0,11.28,2.11
ECO03181,3154.4,9.53,1.79,29.1,L,3176.8,1,11.28,2.08
ECO03182,6270.5,11.15,1.2,82.1,L,6179.6,1,13.2,0.8
ECO03183,4994.1,9.77,0.88,35.5,L,4994.1,1,11.48,0.53
ECO03184,6784.1,11.07,2.22,53.5,E,6782.2,1,12.61,0.7
ECO03185,6072.7,10.23,2.17,33.7,L,6179.6,0,13.2,0.81
ECO03186,7134.0,10.59,2.02,32.7,L,7134.0,1,12.11,0.62
ECO03187,4291.6,9.79,1.38,22.4,E,4284.4,1,11.45,0.91
ECO03188,3429.3,9.41,0.99,14.6,L,3229.4,0,12.94,2.31
ECO03189,6285.9,9.77,0.96,30.1,L,6285.9,1,11.41,0.68
ECO03190,6283.0,10.13,1.26,38.2,L,6283.0,1,11.53,0.77
ECO03191,6710.6,10.47,1.35,41.1,L,6643.9,1,11.9,0.88
ECO03192,4156.4,10.55,2.45,34.0,E,4208.8,1,11.63,0.92
ECO03193,6213.0,10.21,1.29,39.0,L,6216.9,1,11.92,0.89
ECO03194,3426.1,8.65,0.85,19.1,L,3426.1,1,10.91,0.7
ECO03195,3244.6,10.57,2.65,64.2,L,3229.4,0,12.94,2.39
ECO03196,6302.5,9.25,1.03,30.0,L,6302.5,1,11.14,0.93
ECO03197,3074.1,10.11,2.37,24.7,E,3229.4,0,12.94,2.27
ECO03198,4324.9,9.27,1.23,53.6,L,4324.9,1,11.29,0.45
ECO03199,3293.5,10.35,2.14,72.6,E,3293.5,1,11.49,1.83
ECO03200,6338.4,9.77,0.88,30.8,L,6338.4,1,11.57,0.95
ECO03201,5939.7,10.01,1.43,16.2,L,5856.3,1,11.47,0.69
ECO03202,6511.6,10.95,2.3,70.5,E,6511.6,1,12.18,0.99
ECO03203,6900.2,9.13,0.78,27.0,L,6900.2,1,11.22,0.48
ECO03204,3078.6,10.21,1.59,51.6,L,3229.4,0,12.94,2.34
ECO03205,4796.2,10.27,1.23,42.5,L,4343.0,0,13.31,2.38
ECO03206,3315.6,9.81,0.7,78.3,L,3229.4,1,12.94,2.52
ECO03207,6861.1,10.77,1.38,26.5,L,6861.1,1,12.2,0.85
ECO03208,4653.9,10.39,1.06,60.2,L,4343.0,0,13.31,2.4
ECO03209,2646.9,10.39,1.1,93.3,L,2646.9,1,11.99,0.46
ECO03210,3311.5,9.99,2.2,28.4,L,3316.4,0,11.57,1.04
ECO03211,6386.1,9.83,1.21,41.2,L,6386.1,1,11.82,0.64
ECO03212,4500.3,9.79,0.86,53.6,L,4343.0,0,13.31,2.41
ECO03213,6505.6,10.85,2.34,38.9,L,6489.4,0,12.85,1.74
ECO03214,6479.0,11.13,2.48,59.9,E,6489.4,1,12.85,1.73
ECO03215,7376.6,10.37,2.01,22.3,L,7376.6,1,11.82,1.54
ECO03216,3321.4,9.65,1.07,32.0,L,3316.4,1,11.57,1.09
ECO03217,4424.0,10.43,1.98,38.7,L,4343.0,0,13.31,2.43
ECO03218,3600.4,10.99,2.42,70.7,E,3600.4,1,12.24,0.85
ECO03219,4057.6,10.21,1.68,44.5,L,4057.6,1,11.55,0.16
ECO03220,7127.7,10.43,2.38,20.7,L,7127.7,1,11.56,0.95
ECO03221,3410.1,9.21,0.71,51.8,L,3418.0,0,11.84,1.19
ECO03222,3575.9,10.47,1.82,52.2,L,3575.9,1,11.88,0.35
ECO03223,6775.7,10.11,1.03,20.9,L,6775.7,1,11.61,1.42
ECO03224,4439.7,10.17,1.36,39.0,L,4343.0,0,13.31,2.35
ECO03225,4305.9,10.71,2.11,43.9,E,4343.0,0,13.31,2.37
ECO03226,3425.9,9.89,0.98,48.8,L,3418.0,1,11.84,1.15
ECO03227,5093.9,10.15,1.39,20.2,L,5093.9,1,11.48,0.56
ECO03228,4313.1,10.39,2.11,27.0,E,4343.0,0,13.31,2.25
ECO03229,6395.3,10.79,2.2,44.3,L,6395.3,1,12.06,1.38
ECO03230,3238.7,9.47,0.91,61.3,L,3238.7,1,11.3,0.25
ECO03231,7025.1,10.61,2.27,29.2,E,7005.7,1,12.33,2.13
ECO03232,3321.3,9.17,1.05,44.1,L,3169.7,0,11.42,2.17
ECO03233,6249.5,10.45,1.93,22.0,L,6257.8,1,11.85,0.61
ECO03234,6619.9,10.65,2.38,34.2,L,6766.2,1,12.03,0.77
ECO03235,6391.2,9.83,0.88,33.0,L,6391.2,1,11.47,0.72
ECO03236,6821.5,9.97,1.07,11.6,L,6821.5,1,11.51,0.34
ECO03237,7460.8,10.99,2.09,67.6,L,7406.4,1,12.42,1.74
ECO03238,3102.4,10.03,2.17,41.0,E,3169.7,1,11.42,2.24
ECO03239,4121.9,9.35,0.89,20.2,L,4121.9,1,11.08,0.34
ECO03240,6396.6,9.65,1.42,25.8,L,6396.6,1,11.52,0.47
ECO03241,4049.1,9.93,0.94,40.8,L,4049.1,1,11.6,0.29
ECO03242,6336.5,9.69,1.24,12.5,L,6288.9,1,11.31,0.52
ECO03243,4623.1,9.25,0.71,21.0,L,4491.3,1,11.24,1.13
ECO03244,6159.2,9.95,1.57,14.7,L,6159.2,1,11.29,0.6
ECO03245,6055.7,10.13,2.08,21.1,E,6055.7,1,11.38,1.68
ECO03246,6861.0,10.07,2.27,17.1,L,6861.0,1,11.37,1.81
ECO03247,6185.2,10.49,2.39,13.1,E,6185.2,1,11.54,1.09
ECO03248,6050.6,10.11,1.53,67.0,L,6050.6,1,11.94,0.82
ECO03249,6160.7,10.55,2.54,42.9,L,6160.7,1,11.63,0.99
ECO03250,5884.3,10.83,2.37,45.0,E,5884.3,1,11.96,0.6
ECO03251,7010.8,10.55,2.36,22.3,E,7005.7,0,12.33,2.09
ECO03252,6835.3,10.35,1.36,24.8,L,6829.9,0,12.51,1.83
ECO03253,6992.8,10.37,1.94,25.3,L,7049.1,1,12.23,4.41
ECO03254,6469.4,9.79,0.8,34.8,L,6469.4,1,11.53,0.87
ECO03255,6635.4,10.65,2.38,28.6,L,6717.5,1,11.79,2.28
ECO03256,7174.9,10.57,2.33,20.7,E,7174.9,1,11.72,4.22
ECO03257,3049.4,9.27,0.83,67.8,L,3075.6,0,11.55,1.29
ECO03258,6816.6,10.89,2.3,62.6,E,6829.9,1,12.51,1.86
ECO03259,3104.8,9.83,0.97,40.2,L,3075.6,1,11.55,1.08
ECO03260,6291.3,10.87,2.13,50.4,E,6280.1,1,12.23,0.68
ECO03261,7189.4,10.75,2.2,42.8,L,7189.4,1,12.2,0.56
ECO03262,3929.6,9.27,1.04,27.5,L,3938.9,0,11.66,0.78
ECO03263,6455.1,10.55,2.26,22.2,E,6455.1,1,11.71,2.69
ECO03264,3345.8,9.15,1.37,30.1,L,3438.0,0,11.33,1.31
ECO03265,6650.8,10.73,2.49,18.7,E,6634.2,1,11.86,2.18
ECO03266,5968.2,11.11,2.24,123.2,L,5968.2,1,12.69,1.46
ECO03267,6169.5,10.49,1.74,105.7,L,6196.3,1,12.26,0.84
ECO03268,7429.0,10.79,2.28,42.3,E,7429.0,1,11.98,1.59
ECO03269,5042.3,10.37,2.31,34.2,E,5042.3,1,11.45,0.45
ECO03270,6181.0,9.75,0.78,13.4,L,6181.4,1,11.64,1.05
ECO03271,4718.9,9.99,0.94,18.3,L,4718.9,1,11.57,0.16
ECO03272,3505.0,10.59,1.54,64.3,L,3505.0,1,12.09,0.18
ECO03273,5670.5,9.73,1.05,26.3,L,5670.5,1,11.38,0.48
ECO03274,3570.6,8.85,0.81,19.8,L,3570.6,1,10.96,0.71
ECO03275,6082.4,10.71,2.4,31.4,E,6049.7,1,11.82,1.43
ECO03276,6073.9,10.65,1.51,49.2,L,6073.9,1,11.94,1.12
ECO03277,7111.4,11.07,2.38,49.1,E,7033.2,1,12.4,3.66
ECO03278,5727.8,10.95,2.38,59.6,E,5993.4,0,13.95,7.06
ECO03279,6870.6,9.99,0.8,16.0,L,6857.1,1,12.16,1.43
ECO03280,3555.6,9.31,0.84,43.1,L,3438.0,1,11.33,1.28
ECO03281,6379.0,10.19,1.92,18.5,L,6701.6,0,14.01,6.24
ECO03282,6835.8,10.09,1.41,18.5,L,6835.8,1,11.53,0.92
ECO03283,4675.4,9.69,0.83,21.0,L,4675.4,1,11.43,0.16
ECO03284,6505.4,10.07,1.28,33.3,L,6505.4,1,11.66,0.97
ECO03285,2925.2,9.13,1.02,51.7,L,2925.2,1,11.02,0.62
ECO03286,5936.4,10.21,1.66,20.4,E,5936.4,1,11.59,0.54
ECO03287,5541.5,10.65,2.41,34.0,E,5993.4,0,13.95,7.46
ECO03288,5896.6,10.69,2.42,26.1,E,5993.4,0,13.95,7.6
ECO03289,5466.8,10.05,1.06,25.7,L,5466.8,1,11.51,0.66
ECO03290,5668.2,11.01,2.49,36.9,E,5602.4,1,12.27,1.18
ECO03291,3207.0,9.15,0.71,73.7,L,3207.0,1,11.2,0.46
ECO03292,7188.0,10.09,0.9,40.5,L,5993.4,0,13.95,7.79
ECO03293,6565.9,10.17,1.4,22.9,L,6565.9,1,11.53,0.54
ECO03294,6542.1,10.13,1.56,32.7,L,6542.1,1,11.55,0.5
ECO03295,7284.6,11.33,2.33,63.6,L,6701.6,0,14.01,6.63
ECO03296,6792.1,10.89,2.48,93.8,L,6452.7,0,13.65,2.89
ECO03297,4779.8,10.53,2.51,26.6,E,4949.8,1,11.77,0.56
ECO03298,6264.4,11.37,2.14,183.3,E,6701.6,0,14.01,5.36
ECO03299,5022.4,9.53,1.53,36.0,L,4949.8,0,11.77,0.55
ECO03300,7306.2,11.41,2.16,189.5,E,6701.6,1,14.01,6.75
ECO03301,7125.0,11.27,2.25,75.0,E,6701.6,0,14.01,6.65
ECO03302,7163.0,10.51,2.29,20.1,E,7163.0,1,11.76,1.04
ECO03303,5570.0,9.69,1.14,20.5,L,5570.0,1,11.22,1.12
ECO03304,7017.6,10.47,2.33,22.4,L,5993.4,0,13.95,8.01
ECO03305,6103.5,10.97,2.37,50.1,L,6023.5,1,12.37,7.67
ECO03306,5774.9,11.69,2.35,208.8,E,5993.4,1,13.95,8.01
ECO03307,3614.4,9.29,0.82,41.3,L,3614.4,1,11.19,0.9
ECO03308,6721.5,10.53,2.25,32.9,E,6701.6,0,14.01,6.11
ECO03309,6154.8,10.59,1.81,31.3,L,6701.6,0,14.01,6.46
ECO03310,5466.0,10.67,2.28,44.5,E,5993.4,0,13.95,8.02
ECO03311,6361.0,10.97,2.33,44.5,E,5993.4,0,13.95,7.12
ECO03312,6907.2,11.29,2.36,76.2,E,5993.4,0,13.95,8.04
ECO03313,6693.8,9.95,1.13,22.9,L,6693.8,1,11.42,0.72
ECO03314,7264.1,10.73,2.36,33.0,E,7264.1,1,11.82,0.28
ECO03315,6837.3,10.47,2.26,23.1,L,6837.3,1,11.73,1.72
ECO03316,6942.6,10.59,2.24,28.3,E,6942.6,1,11.75,1.96
ECO03317,6676.2,10.05,1.11,26.3,L,6798.0,0,12.53,4.03
ECO03318,6696.9,11.49,2.26,101.7,E,6452.7,1,13.65,2.98
ECO03319,6563.8,10.11,1.2,15.8,E,6563.8,1,11.53,1.82
ECO03320,6903.5,10.65,2.32,28.9,L,6823.7,1,11.83,1.13
ECO03321,3152.6,9.51,1.05,46.0,L,3152.6,1,11.16,1.04
ECO03322,7093.2,10.71,2.18,30.2,L,7134.4,1,12.15,0.7
ECO03323,6713.8,11.01,2.36,44.4,E,6798.0,1,12.53,3.92
ECO03324,4313.0,10.05,1.06,36.6,L,4256.4,1,11.92,0.7
ECO03325,4199.9,10.15,1.88,32.4,L,4256.4,0,11.92,0.73
ECO03326,7254.2,10.67,1.48,33.3,L,7130.2,0,13.82,6.37
ECO03327,7034.5,10.79,2.13,51.4,L,7130.2,0,13.82,6.48
ECO03328,7026.8,10.73,1.66,30.5,L,7026.8,1,11.82,1.71
ECO03329,7083.0,10.03,1.2,18.0,L,7083.0,1,11.52,1.58
ECO03330,6276.1,9.33,0.94,21.3,L,6236.5,0,11.89,0.76
ECO03331,6129.2,10.59,2.34,33.8,L,6129.2,1,11.72,4.63
ECO03332,7177.3,11.05,2.37,47.2,E,7130.2,0,13.82,6.65
ECO03333,7240.0,11.15,2.4,56.7,L,7163.4,1,12.52,1.27
ECO03334,6010.6,10.25,2.29,15.7,E,6023.5,0,12.37,7.25
ECO03335,5675.2,10.47,2.46,26.4,L,5993.4,0,13.95,6.82
ECO03336,6196.9,10.13,1.15,25.2,L,6236.5,1,11.89,0.78
ECO03337,6994.7,10.45,2.04,55.5,L,7014.2,1,12.14,2.17
ECO03338,6917.4,10.01,1.32,35.6,L,7014.2,0,12.14,2.17
ECO03339,7198.2,10.01,0.98,15.1,L,7198.2,1,11.53,0.45
ECO03340,4105.9,9.37,0.75,20.9,L,4050.3,1,11.27,0.63
ECO03341,6683.7,10.57,1.61,30.5,L,7130.2,0,13.82,6.4
ECO03342,7082.8,10.79,2.33,45.1,E,7130.2,0,13.82,6.6
ECO03343,7093.0,11.15,2.32,57.8,E,7130.2,0,13.82,6.51
ECO03344,5968.2,10.83,2.54,28.7,L,5968.2,1,11.84,5.82
ECO03345,6303.1,10.93,2.27,58.5,E,6319.8,1,12.4,1.03
ECO03346,7251.6,11.17,2.26,54.2,L,7130.2,1,13.82,6.21
ECO03347,6475.2,10.33,1.86,17.0,L,6496.8,1,11.58,0.59
ECO03348,5705.8,9.55,1.16,14.2,L,5705.8,1,11.13,1.33
ECO03349,4247.8,10.15,1.55,40.0,L,4247.8,1,11.51,0.74
ECO03350,7089.9,10.39,1.22,17.6,L,7103.8,1,11.92,1.44
ECO03351,4745.4,10.41,2.03,43.4,L,4745.4,1,11.83,0.72
ECO03352,7139.1,10.65,1.84,31.6,L,7206.5,1,12.16,1.16
ECO03353,6590.7,10.49,1.98,28.6,L,6742.9,1,12.33,2.11
ECO03354,6834.2,9.55,0.79,13.9,L,6742.9,0,12.33,2.04
ECO03355,6250.1,10.31,2.01,28.7,L,6250.1,1,11.78,0.72
ECO03356,6632.1,10.65,2.04,41.5,L,6673.9,1,11.95,1.86
ECO03357,6223.4,9.83,1.8,146.1,L,6174.8,1,11.54,1.28
ECO03358,6816.5,10.25,1.69,32.3,L,6742.9,0,12.33,1.97
ECO03359,6805.3,10.51,2.3,43.0,E,6863.7,1,11.69,2.38
ECO03360,5888.6,10.35,2.33,21.5,E,5836.9,1,11.48,3.28
ECO03361,6682.2,9.35,0.72,8.9,L,6673.9,0,11.95,1.79
ECO03362,4245.0,9.67,1.11,53.6,L,4245.0,1,11.9,0.59
ECO03363,6890.0,10.25,1.12,25.4,L,6802.8,1,11.72,1.86
ECO03364,5755.9,9.19,1.25,14.8,L,5755.9,1,11.12,1.35
ECO03365,6554.6,10.77,2.3,35.5,E,6565.4,0,13.35,4.52
ECO03366,6727.8,11.17,2.11,134.4,E,6565.4,1,13.35,4.81
ECO03367,7149.8,10.41,1.38,19.8,L,6954.5,1,12.27,2.6
ECO03368,6751.5,10.79,2.41,35.0,E,6858.9,1,12.56,3.11
ECO03369,6706.5,10.67,2.43,23.1,L,6706.5,1,11.75,2.51
ECO03370,6052.0,9.43,1.15,29.6,L,6052.0,1,11.29,0.36
ECO03371,6836.8,10.33,2.01,36.9,E,6709.5,1,11.86,2.05
ECO03372,6713.5,10.79,2.13,38.4,E,6713.5,1,12.16,1.4
ECO03373,3937.0,9.43,1.19,47.2,L,3937.0,1,11.27,0.76
ECO03374,6561.7,10.65,1.76,25.7,L,6561.7,1,11.83,0.46
ECO03375,6362.0,10.59,1.52,38.7,L,6362.0,1,11.89,1.16
ECO03376,6370.0,10.61,2.37,21.6,E,6530.5,0,12.44,4.62
ECO03377,3699.3,10.47,2.27,44.6,E,3844.2,0,12.24,2.09
ECO03378,6605.6,10.75,2.49,22.8,E,6482.5,1,11.99,4.06
ECO03379,3983.5,10.15,1.29,26.3,L,3844.2,0,12.24,2.2
ECO03380,7179.1,10.35,2.32,16.0,E,7179.1,1,11.58,1.47
ECO03381,6775.8,11.13,2.26,81.7,E,6778.8,1,12.9,2.55
ECO03382,3813.8,10.21,1.23,47.1,L,3844.2,1,12.24,2.22
ECO03383,7318.8,10.47,1.73,23.9,L,7318.8,1,11.88,1.62
ECO03384,6963.8,10.87,2.23,72.3,E,7022.8,1,12.22,1.55
ECO03385,7350.9,10.53,2.28,34.6,L,7350.9,1,11.62,0.33
ECO03386,6530.5,10.69,2.19,45.6,E,6530.5,1,12.44,4.4
ECO03387,5684.3,10.11,1.78,11.8,L,5684.3,1,11.29,0.71
ECO03388,6632.4,10.69,2.11,44.5,E,6632.4,1,12.1,1.45
ECO03389,6810.9,9.65,0.98,27.2,L,6810.9,1,11.4,1.73
ECO03390,6906.2,9.65,0.71,15.0,L,6809.1,1,11.54,1.33
ECO03391,6372.1,9.31,1.08,22.6,L,6372.1,1,11.11,0.24
ECO03392,2541.8,9.03,0.78,25.9,L,2541.8,1,11.05,0.33
ECO03393,7051.6,10.63,2.15,18.9,L,7051.6,1,11.77,0.74
ECO03394,6669.9,10.29,1.24,37.8,L,6669.9,1,11.72,0.79
ECO03395,5782.3,10.11,1.45,25.3,L,5782.3,1,11.37,1.57
ECO03396,4273.9,10.31,1.29,35.1,L,4273.9,1,11.6,0.94
ECO03397,6350.0,10.99,2.22,114.5,E,6439.4,1,12.48,1.18
ECO03398,5979.2,9.45,0.99,23.0,L,5979.2,1,11.3,0.48
ECO03399,6764.7,11.09,2.22,91.2,L,6717.6,1,12.52,0.98
ECO03400,5947.8,10.87,2.46,34.0,E,5947.8,1,11.99,0.42
ECO03401,6497.4,10.77,2.02,43.7,L,6390.3,1,12.39,1.53
ECO03402,5916.5,10.55,2.12,67.3,L,5960.5,1,12.04,3.81
ECO03403,6541.0,10.81,2.37,37.9,E,6541.0,1,11.89,4.17
ECO03404,6404.2,10.33,1.7,30.8,L,6319.4,1,11.73,1.35
ECO03405,6823.4,10.09,0.89,20.3,E,6925.7,0,12.44,1.56
ECO03406,6725.0,10.09,0.87,35.3,L,6800.1,1,11.98,1.48
ECO03407,6808.2,11.17,2.36,94.9,L,6865.7,1,12.55,1.54
ECO03408,6892.1,10.47,1.57,17.4,E,6888.9,1,11.88,1.76
ECO03409,7402.7,11.29,2.32,96.4,E,7402.7,1,12.77,0.99
ECO03410,6805.6,10.85,1.99,41.2,L,6833.0,1,12.66,1.27
ECO03411,6926.5,10.19,1.24,18.5,L,6973.6,1,11.74,1.1
ECO03412,6889.0,10.91,2.19,57.9,E,6835.4,1,12.36,2.05
ECO03413,6727.5,10.21,1.38,21.2,L,6778.8,0,12.9,2.37
ECO03414,5983.9,10.57,1.94,42.2,E,6063.6,1,12.08,3.82
ECO03415,5805.4,10.39,2.04,34.2,E,5805.4,1,11.7,1.27
ECO03416,6967.5,9.97,0.87,20.0,L,6925.7,0,12.44,1.52
ECO03417,6881.5,10.59,2.37,29.6,L,6881.5,1,12.13,1.49
ECO03418,4104.8,10.47,2.27,38.9,L,4104.8,1,11.68,0.27
ECO03419,3918.1,9.85,1.14,40.9,L,3918.1,1,11.35,0.16
ECO03420,2532.8,10.17,0.99,52.9,L,2532.8,1,11.68,0.32
ECO03421,7096.5,10.05,0.99,30.0,L,7118.7,1,11.8,1.41
ECO03422,6735.5,10.13,1.13,13.6,E,6835.2,1,11.75,1.26
ECO03423,3968.9,10.13,2.37,18.2,E,3968.9,1,11.3,1.1
ECO03424,6935.0,10.07,2.03,12.5,L,6835.2,0,11.75,1.24
ECO03425,6131.5,9.35,1.03,22.5,L,6072.2,1,11.36,3.42
ECO03426,7029.8,10.85,2.31,39.2,L,7003.1,1,12.95,2.0
ECO03427,6941.1,11.01,2.06,29.1,E,6941.1,1,12.6,1.4
ECO03428,3792.3,10.89,2.36,52.8,E,3874.1,1,12.71,2.48
